crash_record_id,crash_date_est_i,crash_date,posted_speed_limit,traffic_control_device,device_condition,weather_condition,lighting_condition,first_crash_type,trafficway_type,lane_cnt,alignment,roadway_surface_cond,road_defect,report_type,crash_type,intersection_related_i,private_property_i,hit_and_run_i,damage,date_police_notified,prim_contributory_cause,sec_contributory_cause,street_no,street_direction,street_name,beat_of_occurrence,photos_taken_i,statements_taken_i,dooring_i,work_zone_i,work_zone_type,workers_present_i,num_units,most_severe_injury,injuries_total,injuries_fatal,injuries_incapacitating,injuries_non_incapacitating,injuries_reported_not_evident,injuries_no_indication,injuries_unknown,crash_hour,crash_day_of_week,crash_month,latitude,longitude,location,year,month,day_of_week
2a80174f384fd0e39affedfa032b2730f3ad5ae4f16af6af2a54e1c8113904f2683972a8a07ccb7957c9274c99fdde711f654313055d4b2bd4d8415d8f2037ec,,2025-03-01 22:00:00,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,WORN SURFACE,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",2025-03-01T22:01:00.000,IMPROPER OVERTAKING/PASSING,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1202,N,WELLS ST,1821,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,22,7,3,41.9039676074,-87.6346279272,POINT (-87.634627927166 41.90396760736),2025,3,Saturday
a97c0be5d413cf7c918f738edb1f832c7c245067044b0cee94222ae9685ec20fe59c3166253d3602d18f550a8ff56d153f8408783fa74e863168436260c49c10,,2025-03-01 21:35:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",2025-03-01T21:45:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6259,W,GRAND AVE,2512,,,,,,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,5.0,0.0,21,7,3,41.9217792625,-87.7828508047,POINT (-87.782850804694 41.921779262456),2025,3,Saturday
c8de619f5ab39ec7617f7f8ba8762295a2a36e53a2214b789ddf04803453c70d27c698d3783740b6b431b431e60f658c26222531d9495ae860956a29565f58e0,,2025-03-01 21:30:00,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",2025-03-01T22:00:00.000,UNABLE TO DETERMINE,FAILING TO REDUCE SPEED TO AVOID CRASH,2227,N,MELVINA AVE,2512,,,,,,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,21,7,3,41.9209496189,-87.7803409014,POINT (-87.780340901389 41.920949618947),2025,3,Saturday
75c5b578202f0e2be8e7335ea713f029f341f1f2dc24749fd22347241c2ab014e0d1c0d14a07c0232afc456ccbfd99e890152b850d96bb8bde674d8b1502b55c,,2025-03-01 21:29:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",2025-03-01T22:05:00.000,IMPROPER TURNING/NO SIGNAL,IMPROPER LANE USAGE,50,E,ADAMS ST,112,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21,7,3,41.8796405005,-87.6258324831,POINT (-87.625832483096 41.879640500465),2025,3,Saturday
5a554fc9e0451845bc72d3f73a7808d674c7fdfe9721d9f39fa7537e4612d51c20a4a857cfa497ae232f919270d55e3aa68e6146cfeb05c4c3660666ab5792a1,,2025-03-01 21:15:00,10,OTHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR TO FRONT,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,Y,Y,"OVER $1,500",2025-03-01T22:10:00.000,IMPROPER BACKING,IMPROPER BACKING,611,N,WABASH AVE,1834,,,,,,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,2.0,0.0,21,7,3,41.8928934002,-87.6265999526,POINT (-87.62659995265 41.892893400241),2025,3,Saturday
70ac5885208343e12846398968fa3aba6e697b9e4ab095fe8a06c3bc0a4b71593f5f20defd3eae6878cf994bae836fd057042944769c8e321687ea800d2bdd08,,2025-03-01 21:05:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",2025-03-01T21:50:00.000,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,116,N,JEFFERSON ST,121,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21,7,3,41.8837371965,-87.6428616076,POINT (-87.642861607632 41.88373719654),2025,3,Saturday
7c49ef07b0473eb63ff84b45e354c147d1751815c22cad0e42f3c7b5aa9b53cfc811d5ab1d5ee72cec707350380058769ec75471620281e3ee49f9bfcf1e7df8,,2025-03-01 20:20:00,45,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,T-INTERSECTION,,STRAIGHT AND LEVEL,DRY,WORN SURFACE,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",2025-03-01T20:21:00.000,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,759,N,LAKE SHORE DR NB,1833,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20,7,3,41.8967126534,-87.6164263313,POINT (-87.616426331343 41.896712653355),2025,3,Saturday
da16017a23ac5491bb653cea58f4b8d2e19266b8d1e757713228d6692150ee35bea460bb055ea22ade78818e4fa8f6d2ba2b9ddb4555028bfd81db25566feb70,,2025-03-01 20:20:00,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TURNING,UNKNOWN INTERSECTION TYPE,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",2025-03-01T21:00:00.000,IMPROPER LANE USAGE,UNABLE TO DETERMINE,16,W,IDA B WELLS DR,113,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20,7,3,41.8757436511,-87.6281994272,POINT (-87.628199427191 41.875743651125),2025,3,Saturday
ef5397c0b03c22f6f9ee8d4fd3252cb0d09704dc3d26899ef252140f28c600aea3d8b2530b4680368303dd24e985fed2dc9539ca3382ebbaed232b8a1141efd2,,2025-03-01 20:13:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",2025-03-01T20:15:00.000,IMPROPER TURNING/NO SIGNAL,UNABLE TO DETERMINE,1215,W,GRAND AVE,1215,,,,,,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,2.0,0.0,20,7,3,41.8909640972,-87.6580746607,POINT (-87.65807466072 41.890964097246),2025,3,Saturday
1ab1d598df875fd0b5b0cc0c8ced6cd38951149f3a99675d0580b2da07a860fa89399491cc28c8f534b434fd94a24cc8cc56a6b1aed6311266be975ee41fbb4a,,2025-03-01 20:08:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,Y,$500 OR LESS,2025-03-01T20:12:00.000,DISREGARDING TRAFFIC SIGNALS,FAILING TO YIELD RIGHT-OF-WAY,3160,N,CICERO AVE,2521,,Y,,,,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,20,7,3,41.9387793535,-87.7470198347,POINT (-87.747019834651 41.938779353481),2025,3,Saturday
7e362e1558035312d5e27baa9c0b8f1607875269357594e761f781410c6685bb7ddac799c302a58563ed6e26e013c174cfb2136e1f47d1c74ff5e9260e01eb51,,2025-03-01 19:48:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",2025-03-01T20:08:00.000,FAILING TO REDUCE SPEED TO AVOID CRASH,FOLLOWING TOO CLOSELY,6035,S,KEDZIE AVE,823,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19,7,3,41.7833779015,-87.7031141568,POINT (-87.703114156756 41.78337790151),2025,3,Saturday
549d309006c54464cd7d7dd06390cea58d09f5eb2f4ab31cab7eb5e4c5940da0fdac1b65d83a2617bfa6f7b4b8f24c4de00eef6a41329cbda781afd6495c8b94,Y,2025-03-01 19:45:00,10,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-03-01T20:00:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,3843,N,CALIFORNIA AVE,1733,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,7,3,41.9516104486,-87.6980262401,POINT (-87.698026240087 41.95161044859),2025,3,Saturday
960df4ab95e29829f0fc5a3af8b26ce2b60d9cadfea2264da2425fd08a5e1e1b99ff3e39fcad615a2b94d2f15ba467517d6fcb6e544911de782ac86ca6c7fc80,,2025-03-01 19:45:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",2025-03-01T19:45:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,2057,W,IRVING PARK RD,1921,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19,7,3,41.9540132188,-87.6810350885,POINT (-87.681035088529 41.954013218832),2025,3,Saturday
d8df81e2fe7fe3b3fc6b4cc62467345e70199aa531329a04f214d18d4375dc92069414de77c1a8bbf60e453f769bab9416cf39a05d7d822b67b70f2e54b7b351,,2025-03-01 19:45:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"$501 - $1,500",2025-03-01T21:10:00.000,IMPROPER LANE USAGE,IMPROPER LANE USAGE,337,W,ONTARIO ST,1831,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,19,7,3,41.8930371956,-87.6370042232,POINT (-87.637004223232 41.893037195577),2025,3,Saturday
13a8e39e3410b549af510ddc6d5b44c757a2564cbf1ebc3c3cf208c350a29ccb3dd80c1652611686ca22780e14a1ceb13c29550134d549950ffc290dd3901d11,N,2025-03-01 19:33:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"$501 - $1,500",2025-03-01T19:55:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,4400,W,MADISON ST,1113,,,,,,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,19,7,3,41.8807189579,-87.735600609,POINT (-87.735600609006 41.880718957876),2025,3,Saturday
b9788fe80a5ac2394476bd428171b124e6105a1ab9ad57af040fcd348d6d42da8a77e774487765a7ed21439ebdc7a3155d8e5b27beb612cfb0a3098bfd509568,,2025-03-01 19:32:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,UNKNOWN,UNKNOWN,REAR END,FOUR WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",2025-03-01T19:55:00.000,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,2399,W,63RD ST,825,,,,,,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,3.0,0.0,19,7,3,41.7790995792,-87.6835980773,POINT (-87.683598077269 41.779099579177),2025,3,Saturday
05fd27f14aa0c5d58a567eafae6a7f2e9a6ab17d54ef409a3af0671f5b04e5758ef1351a5598fb562cd7310afbabb81adc0cdeae8693e4abc44c729960ba32f8,,2025-03-01 19:30:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-03-01T21:40:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4301,N,PULASKI RD,1723,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19,7,3,41.9591510162,-87.7276288122,POINT (-87.727628812162 41.959151016193),2025,3,Saturday
2b4dc94316cee1b58a5750e43aa77e3c03d54414ef99351b80996c689566c03624a64d575dc5df90ca27761f64510b898e3a4bf2b546879a3aebd2a7c4e71171,,2025-03-01 19:30:00,15,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",2025-03-01T19:30:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3400,W,LAWRENCE AVE,1712,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,7,3,41.9685101423,-87.7134257752,POINT (-87.713425775248 41.968510142288),2025,3,Saturday
c9fbcd5aae5b285ca99e83c506502dc11c1e48be2a3702d2932858e5a4d1b28298ea73548fa446049cfdc32a7e264d9244f62487c6663194da34f26e72af2454,Y,2025-03-01 19:04:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",2025-03-01T20:00:00.000,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,26,S,HALSTED ST,1232,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19,7,3,41.8809805549,-87.6474821662,POINT (-87.647482166227 41.880980554878),2025,3,Saturday
043fd2f70ac9f08707c0bee7d3418ceb13c7521d52a10095945a36682595e980737c9345718e7087d4d847bf93695780ae8288a33f43be56e9b46a6b90a4e41c,,2025-03-01 18:05:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",2025-03-01T18:15:00.000,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,2292,N,MILWAUKEE AVE,1431,,,,,,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,18,7,3,41.9225614765,-87.6970391755,POINT (-87.697039175499 41.922561476501),2025,3,Saturday
be0acfd981641cc9c1f6ecd50914810c7eff69565055f46a49830f5849e3b2d7f8951c12b30443c893b91b980d1ad7ce65619b21730c381557b58a79cf0a70c6,,2025-03-01 18:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",2025-03-01T20:10:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,1660,W,DIVISION ST,1424,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,7,3,41.9034174791,-87.6698173522,POINT (-87.669817352195 41.903417479096),2025,3,Saturday
e3f59831c65f9d35f06952d0a36cc1a40cd0437eede6ba50928b2b3bbf6f4568b73412c8951d19753b547b4167f32c0095d3646afd95495bb774f25bf38b877e,,2025-03-01 18:00:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-03-01T18:06:00.000,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,811,W,CHICAGO AVE,1214,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,7,3,41.896292882,-87.6483031694,POINT (-87.648303169427 41.896292882034),2025,3,Saturday
