crash_record_id,crash_date_est_i,crash_date,posted_speed_limit,traffic_control_device,device_condition,weather_condition,lighting_condition,first_crash_type,trafficway_type,lane_cnt,alignment,roadway_surface_cond,road_defect,report_type,crash_type,intersection_related_i,private_property_i,hit_and_run_i,damage,date_police_notified,prim_contributory_cause,sec_contributory_cause,street_no,street_direction,street_name,beat_of_occurrence,photos_taken_i,statements_taken_i,dooring_i,work_zone_i,work_zone_type,workers_present_i,num_units,most_severe_injury,injuries_total,injuries_fatal,injuries_incapacitating,injuries_non_incapacitating,injuries_reported_not_evident,injuries_no_indication,injuries_unknown,crash_hour,crash_day_of_week,crash_month,latitude,longitude,location,year,month,day_of_week
8f45279be5041c7761f19948ed016974c116e516c906890297ff8d99e6f967bdf49c544ff65024946b06c60d4c975f7b50bc48aa91ee1e6bff47bb919006c6f1,Y,2025-02-26 18:08:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DARKNESS,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",2025-02-26T18:30:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,3230,N,LEAVITT ST,1921,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,4,2,41.9403769788,-87.6833709883,POINT (-87.683370988293 41.940376978754),2025,2,Wednesday
c06f4f807e911a9aaf5330eed9fb0ba1d1520efad39dcd9938c00dc8ad0bc97693ef4df438c142a78a310bb27fd0a7610cc902eb213064a78c2ecd8ad8adf253,,2025-02-26 17:58:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,2025-02-26T18:00:00.000,IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,4100,S,STATE ST,213,,,,,,,1,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17,4,2,41.8200615599,-87.6265082241,POINT (-87.626508224077 41.820061559902),2025,2,Wednesday
f888ae539cec142fd7bbe7e2d072a6bc50182ce89f2f4e8a9c52941dcb91114c06acf8bb4bdd594ec7a80bfa3b6d8dbbf43f5eab5e7efa5c32ddd714a4b114ff,,2025-02-26 17:49:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",2025-02-26T17:50:00.000,IMPROPER LANE USAGE,IMPROPER OVERTAKING/PASSING,530,S,MORGAN ST,1232,Y,,,,,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17,4,2,41.8744582488,-87.6519602694,POINT (-87.651960269432 41.874458248807),2025,2,Wednesday
a3ccff534dcb97d729ce0c9c169b1ceec0d886841899b183bf0f20c60231884d826440d153dcf5fb31eea2e034506451e07d56c6c76b3e8198a1cacf95c1f8db,,2025-02-26 17:48:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",2025-02-26T17:49:00.000,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER TURNING/NO SIGNAL,8900,S,COTTAGE GROVE AVE,633,,,,,,,2,NONINCAPACITATING INJURY,2.0,0.0,0.0,2.0,0.0,1.0,0.0,17,4,2,41.7329530229,-87.6048797999,POINT (-87.604879799897 41.732953022881),2025,2,Wednesday
1c132e77b6990857d885dbd1774b95b3e6fbf816caa6e107f46327198d4b59bfe21e3e5a3b086340600e2f7fb658f64600dc75b409e22d65adec9be48a1b1414,,2025-02-26 17:45:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",2025-02-26T17:45:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1601,W,99TH ST,2213,,,,,,,3,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,6.0,0.0,17,4,2,41.7138439261,-87.6634251051,POINT (-87.663425105104 41.713843926142),2025,2,Wednesday
42c61deb6bad7f6cf55652e5bfef42450281d1f20d1381eb234c893af480ea1a982b47f983ac6458d4550eb58f748d79dce09ceb9fa301146e5a6dc19338e19d,,2025-02-26 17:43:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,TURNING,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",2025-02-26T17:43:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6700,S,LAFAYETTE AVE,722,,,,,,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,2.0,0.0,17,4,2,41.7726553354,-87.6269088527,POINT (-87.626908852725 41.772655335362),2025,2,Wednesday
1338966f97339b8eff5a042fa0fae3c118d1a4ace37868188313264aa2c42a25253e58dab29d2adcce4f780ced0e2195505bdd2ca793453d89b3fecd6713e373,,2025-02-26 17:34:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",2025-02-26T17:49:00.000,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,5998,N,EAST RIVER RD,1614,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,4,2,41.9876623385,-87.8466588715,POINT (-87.846658871509 41.987662338526),2025,2,Wednesday
6c17c6dc55ea9ce26626dc898f7a36f2d97231f998386adf412a9cd2aa2289525ef46622a94b6106ca2fa61be8d9669a63741bb6ca86813d9ccaf4b8c6e48253,Y,2025-02-26 17:20:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,REAR END,CENTER TURN LANE,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",2025-02-26T18:00:00.000,NOT APPLICABLE,NOT APPLICABLE,1980,N,CLYBOURN AVE,1811,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17,4,2,41.9170814948,-87.6583364585,POINT (-87.658336458451 41.91708149485),2025,2,Wednesday
48889365afe2a7f817fe0a9e1a2f6cdcd3f77743e03a43f09bf1372041bda89451e0e0689e860b849310d946e1d21d9c1ab92fc0b202671306db5e259591029e,,2025-02-26 17:19:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,2025-02-26T17:19:00.000,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,4001,N,ASHLAND AVE,1912,,,,,,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,17,4,2,41.9543851408,-87.6689051237,POINT (-87.668905123656 41.954385140848),2025,2,Wednesday
2e377dfb3c8ecc35286b0a0e22f8b714baba2106018109238120b16f7a95f382d8fa7e2972de4062a9d6ca10ab12d0ab592774c17db105072ecf0f1d59c5be48,,2025-02-26 17:10:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,Y,$500 OR LESS,2025-02-26T17:30:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2800,W,TOUHY AVE,2411,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,4,2,42.0121731777,-87.6998439783,POINT (-87.699843978265 42.012173177712),2025,2,Wednesday
d800faaa20c78cca98bc941afa3571993c6583d000906e786ad0396bea347cb43687460052bb7dfae24bc93bf4d1a770ac57da81df0ae55b53599b15f17753b0,,2025-02-26 17:06:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,REAR TO REAR,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-02-26T19:20:00.000,IMPROPER BACKING,UNABLE TO DETERMINE,3250,W,87TH ST,834,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,4,2,41.7352740895,-87.7035112835,POINT (-87.703511283506 41.735274089541),2025,2,Wednesday
b5138668495a58c7c072df7d8669baa3f9d7a1517382ccdf3cbe598d3f65bb9959be16158914beae9b619baa57db6cdf74bd3397cbecfeb70c8461a7e1d66b03,Y,2025-02-26 17:05:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",2025-02-26T17:06:00.000,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2151,W,32ND ST,912,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,5.0,0.0,17,4,2,41.835671353,-87.6799667059,POINT (-87.679966705899 41.835671352991),2025,2,Wednesday
75ff9398174dc4fec72900e012ea5c9035c90032b71e2a28ab346f683fc7078110e5546f88112b900fb2fa90792140e7bc0315e95351817c18f25e0e6b774d9d,,2025-02-26 17:00:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",2025-02-26T17:00:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,363,S,MICHIGAN AVE,114,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,4,2,41.8770698362,-87.6241454956,POINT (-87.624145495633 41.87706983621),2025,2,Wednesday
c6183e904b0ca930cd2cf8d7db5c5c9c1adbab631789c6c6fb9e9718ad5359b5a252babdcd2938657813b848ad85b435528c1d2ea6bd97905a9a2dafac9d20a0,,2025-02-26 17:00:00,35,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",2025-02-26T17:20:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,4844,W,BELMONT AVE,1634,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,4,2,41.9389133509,-87.7486830381,POINT (-87.748683038137 41.938913350935),2025,2,Wednesday
500530905d6393d7a21633f41b473bdbe32877fa45a0fc888b4483dacb12652dec2839be81b1f74f5c63aec599921d119f15fd82f2de4324a0103738ee3f6f37,,2025-02-26 16:55:00,25,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,ANGLE,ONE-WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",2025-02-26T17:44:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2340,W,ESTES AVE,2411,,,,,,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,16,4,2,42.0110571031,-87.6897478162,POINT (-87.689747816178 42.01105710311),2025,2,Wednesday
6c77e6a79fcd1e01be49adc12e6d3a0b01e2237b33d52becacfb07ba64f2afab7b11476bf9d1b347e7ceeac7e28672f7536d4e1c8546b6c0ab57f35ea900bc5d,,2025-02-26 16:50:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,T-INTERSECTION,,STRAIGHT ON GRADE,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",2025-02-26T16:51:00.000,FOLLOWING TOO CLOSELY,NOT APPLICABLE,7101,S,CICERO AVE,833,,,,,,,2,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,3.0,0.0,16,4,2,41.764292465,-87.7417526072,POINT (-87.741752607214 41.764292464973),2025,2,Wednesday
95df8a7e8d33f626b883c8b521add45318c0e87a7c16da38015c204aa217b0a998d8a2fc4244ab38ea49a14fe650685300ad6f870eddee5ea7f35688a8d7ab0a,,2025-02-26 16:50:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",2025-02-26T17:24:00.000,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,1322,S,HALSTED ST,1232,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,4,2,41.864810816,-87.6469948594,POINT (-87.646994859414 41.864810815958),2025,2,Wednesday
aaff05034e0ebfdaa12378a4c25912101f6d519744494f9450aecbbc217fda0c2462141170ba173bf6526a2aa0c919130afa920e9d05aedc3cf288a8aa5db668,,2025-02-26 16:35:00,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",2025-02-26T21:05:00.000,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3621,N,WESTERN AVE,1921,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16,4,2,41.9473885806,-87.6881300439,POINT (-87.688130043923 41.947388580551),2025,2,Wednesday
3d6bf8d1206243530332e20793aa362aef6e03d3868cb4ed4d72b4f37bf49bfd983c8a45e76c82bc487734c4b1bfd18bef2abbafb67eddac2a481bb72e98b130,,2025-02-26 16:30:00,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",2025-02-26T17:00:00.000,UNABLE TO DETERMINE,NOT APPLICABLE,2631,E,84TH ST,423,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,4,2,41.7426142977,-87.560075424,POINT (-87.560075423981 41.742614297663),2025,2,Wednesday
48ff3f99769aad6eb3c1414b25e33ca627ba6f573445d4bed0cc4a5ebdfacfa65b453a0473fd53d76e27c1985f1421a807490204019fa0ca75b4159d581e6999,,2025-02-26 16:18:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,2025-02-26T16:18:00.000,FOLLOWING TOO CLOSELY,NOT APPLICABLE,5902,N,RAVENSWOOD AVE,2012,,,,,,,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,16,4,2,41.988504157,-87.6747919099,POINT (-87.674791909869 41.988504156975),2025,2,Wednesday
be1732936c6022e4b2973f0ad2d92f3372afb73e92819e8be99d84b16a371159de09eca5f96c13135a4c0caee8db08c01a0ac3f0aa5265c15681602869562ec9,,2025-02-26 16:10:00,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",2025-02-26T16:15:00.000,FOLLOWING TOO CLOSELY,IMPROPER BACKING,5222,N,LIEB AVE,1623,,,,,,,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16,4,2,41.9764487849,-87.7642031405,POINT (-87.764203140453 41.976448784876),2025,2,Wednesday
